origin_code,sum
8a194ad310c7fff,186
8a194ad310cffff,0
8a194ad310d7fff,191
8a194ad310dffff,0
8a194ad310e7fff,1471
8a194ad310effff,757
8a194ad310f7fff,874
8a194ad31107fff,0
8a194ad3110ffff,157
8a194ad31117fff,0
8a194ad3111ffff,0
8a194ad31127fff,22
8a194ad3112ffff,612
8a194ad31137fff,0
8a194ad31147fff,147
8a194ad3114ffff,4
8a194ad31157fff,0
8a194ad3115ffff,0
8a194ad31167fff,456
8a194ad3116ffff,0
8a194ad31177fff,407
8a194ad31187fff,886
8a194ad3118ffff,793
8a194ad31197fff,611
8a194ad3119ffff,604
8a194ad311a7fff,689
8a194ad311affff,0
8a194ad311b7fff,181
8a194ad31207fff,47
8a194ad3120ffff,0
8a194ad31217fff,54
8a194ad3121ffff,164
8a194ad31227fff,0
8a194ad3122ffff,0
8a194ad31237fff,0
8a194ad31247fff,0
8a194ad3124ffff,12
8a194ad31257fff,2
8a194ad3125ffff,294
8a194ad31267fff,75
8a194ad3126ffff,154
8a194ad31277fff,0
8a194ad31287fff,244
8a194ad3128ffff,147
8a194ad31297fff,193
8a194ad3129ffff,533
8a194ad312a7fff,11
8a194ad312affff,299
8a194ad312b7fff,53
8a194ad312c7fff,0
8a194ad312cffff,74
8a194ad312d7fff,559
8a194ad312dffff,0
8a194ad312e7fff,3
8a194ad312effff,0
8a194ad312f7fff,1313
8a194ad31307fff,1246
8a194ad3130ffff,966
8a194ad31317fff,1520
8a194ad3131ffff,0
8a194ad31327fff,1136
8a194ad3132ffff,266
8a194ad31337fff,699
8a194ad31347fff,362
8a194ad3134ffff,0
8a194ad31357fff,0
8a194ad3135ffff,0
8a194ad31367fff,313
8a194ad3136ffff,0
8a194ad31377fff,1119
8a194ad31387fff,126
8a194ad3138ffff,0
8a194ad31397fff,758
8a194ad3139ffff,611
8a194ad313a7fff,762
8a194ad313affff,21
8a194ad313b7fff,237
8a194ad31407fff,320
8a194ad3140ffff,451
8a194ad31417fff,382
8a194ad3141ffff,1179
8a194ad31427fff,449
8a194ad3142ffff,866
8a194ad31437fff,1519
8a194ad31447fff,956
8a194ad3144ffff,844
8a194ad31457fff,489
8a194ad3145ffff,430
8a194ad31467fff,14
8a194ad3146ffff,19
8a194ad31477fff,0
8a194ad31487fff,302
8a194ad3148ffff,511
8a194ad31497fff,238
8a194ad3149ffff,1324
8a194ad314a7fff,1481
8a194ad314affff,614
8a194ad314b7fff,1016
8a194ad314c7fff,342
8a194ad314cffff,508
8a194ad314d7fff,695
8a194ad314dffff,30
8a194ad314e7fff,650
8a194ad314effff,1661
8a194ad314f7fff,690
8a194ad31507fff,206
8a194ad3150ffff,844
8a194ad31517fff,1068
8a194ad3151ffff,392
8a194ad31527fff,851
8a194ad3152ffff,471
8a194ad31537fff,817
8a194ad31547fff,368
8a194ad3154ffff,178
8a194ad31557fff,435
8a194ad3155ffff,198
8a194ad31567fff,1118
8a194ad3156ffff,1256
8a194ad31577fff,840
8a194ad31587fff,164
8a194ad3158ffff,435
8a194ad31597fff,1060
8a194ad3159ffff,298
8a194ad315a7fff,396
8a194ad315affff,481
8a194ad315b7fff,116
8a194ad31607fff,1
8a194ad3160ffff,951
8a194ad31617fff,1002
8a194ad3161ffff,12
8a194ad31627fff,539
8a194ad3162ffff,1259
8a194ad31637fff,195
8a194ad31647fff,123
8a194ad3164ffff,952
8a194ad31657fff,96
8a194ad3165ffff,185
8a194ad31667fff,1755
8a194ad3166ffff,294
8a194ad31677fff,178
8a194ad31687fff,418
8a194ad3168ffff,1073
8a194ad31697fff,208
8a194ad3169ffff,1214
8a194ad316a7fff,139
8a194ad316affff,381
8a194ad316b7fff,132
8a194ad316c7fff,171
8a194ad316cffff,3
8a194ad316d7fff,1824
8a194ad316dffff,49
8a194ad316e7fff,217
8a194ad316effff,764
8a194ad316f7fff,37
8a194ad31707fff,40
8a194ad3170ffff,588
8a194ad31717fff,268
8a194ad3171ffff,54
8a194ad31727fff,939
8a194ad3172ffff,261
8a194ad31737fff,703
8a194ad31747fff,101
8a194ad3174ffff,727
8a194ad31757fff,415
8a194ad3175ffff,1617
8a194ad31767fff,1102
8a194ad3176ffff,166
8a194ad31777fff,1151
8a194ad31787fff,852
8a194ad3178ffff,245
8a194ad31797fff,34
8a194ad3179ffff,61
8a194ad317a7fff,241
8a194ad317affff,132
8a194ad317b7fff,904
8a194ad31807fff,1278
8a194ad3180ffff,936
8a194ad31817fff,300
8a194ad3181ffff,306
8a194ad31827fff,373
8a194ad3182ffff,673
8a194ad31837fff,1265
8a194ad31847fff,1222
8a194ad3184ffff,0
8a194ad31857fff,1846
8a194ad3185ffff,5
8a194ad31867fff,1150
8a194ad3186ffff,2
8a194ad31877fff,681
8a194ad31887fff,614
8a194ad3188ffff,332
8a194ad31897fff,318
8a194ad3189ffff,71
8a194ad318a7fff,524
8a194ad318affff,39
8a194ad318b7fff,265
8a194ad318c7fff,1527
8a194ad318cffff,273
8a194ad318d7fff,413
8a194ad318dffff,86
8a194ad318e7fff,1744
8a194ad318effff,146
8a194ad318f7fff,830
8a194ad31907fff,43
8a194ad3190ffff,40
8a194ad31917fff,333
8a194ad3191ffff,35
8a194ad31927fff,398
8a194ad3192ffff,125
8a194ad31937fff,0
8a194ad31947fff,368
8a194ad3194ffff,15
8a194ad31957fff,1557
8a194ad3195ffff,248
8a194ad31967fff,314
8a194ad3196ffff,1079
8a194ad31977fff,625
8a194ad31987fff,0
8a194ad3198ffff,179
8a194ad31997fff,0
8a194ad3199ffff,81
8a194ad319a7fff,0
8a194ad319affff,118
8a194ad319b7fff,6
8a194ad31a07fff,859
8a194ad31a0ffff,1223
8a194ad31a17fff,202
8a194ad31a1ffff,1111
8a194ad31a27fff,253
8a194ad31a2ffff,286
8a194ad31a37fff,71
8a194ad31a47fff,1058
8a194ad31a4ffff,539
8a194ad31a57fff,434
8a194ad31a5ffff,525
8a194ad31a67fff,540
8a194ad31a6ffff,469
8a194ad31a77fff,619
8a194ad31a87fff,177
8a194ad31a8ffff,859
8a194ad31a97fff,0
8a194ad31a9ffff,277
8a194ad31aa7fff,169
8a194ad31aaffff,900
8a194ad31ab7fff,0
8a194ad31ac7fff,208
8a194ad31acffff,749
8a194ad31ad7fff,698
8a194ad31adffff,735
8a194ad31ae7fff,1353
8a194ad31aeffff,580
8a194ad31af7fff,369
8a194ad31b07fff,196
8a194ad31b0ffff,318
8a194ad31b17fff,31
8a194ad31b1ffff,60
8a194ad31b27fff,0
8a194ad31b2ffff,588
8a194ad31b37fff,0
8a194ad31b47fff,775
8a194ad31b4ffff,738
8a194ad31b57fff,906
8a194ad31b5ffff,442
8a194ad31b67fff,56
8a194ad31b6ffff,1311
8a194ad31b77fff,55
8a194ad31b87fff,3
8a194ad31b8ffff,81
8a194ad31b97fff,16
8a194ad31b9ffff,682
8a194ad31ba7fff,3
8a194ad31baffff,0
8a194ad31bb7fff,13
8a194ad31c07fff,0
8a194ad31c0ffff,0
8a194ad31c17fff,12
8a194ad31c1ffff,0
8a194ad31c27fff,772
8a194ad31c2ffff,4
8a194ad31c37fff,432
8a194ad31c47fff,0
8a194ad31c4ffff,64
8a194ad31c57fff,200
8a194ad31c5ffff,198
8a194ad31c67fff,0
8a194ad31c6ffff,0
8a194ad31c77fff,0
8a194ad31c87fff,135
8a194ad31c8ffff,18
8a194ad31c97fff,0
8a194ad31c9ffff,26
8a194ad31ca7fff,122
8a194ad31caffff,0
8a194ad31cb7fff,0
8a194ad31cc7fff,0
8a194ad31ccffff,314
8a194ad31cd7fff,54
8a194ad31cdffff,116
8a194ad31ce7fff,275
8a194ad31ceffff,362
8a194ad31cf7fff,0
8a194ad31d07fff,96
8a194ad31d0ffff,598
8a194ad31d17fff,88
8a194ad31d1ffff,48
8a194ad31d27fff,225
8a194ad31d2ffff,814
8a194ad31d37fff,575
8a194ad31d47fff,0
8a194ad31d4ffff,2
8a194ad31d57fff,51
8a194ad31d5ffff,4
8a194ad31d67fff,565
8a194ad31d6ffff,0
8a194ad31d77fff,784
8a194ad31d87fff,90
8a194ad31d8ffff,310
8a194ad31d97fff,203
8a194ad31d9ffff,92
8a194ad31da7fff,367
8a194ad31daffff,96
8a194ad31db7fff,985
8a194ad32007fff,0
8a194ad3200ffff,0
8a194ad32017fff,2
8a194ad3201ffff,0
8a194ad32027fff,27
8a194ad3202ffff,0
8a194ad32037fff,0
8a194ad32047fff,278
8a194ad3204ffff,731
8a194ad32057fff,0
8a194ad3205ffff,255
8a194ad32067fff,0
8a194ad3206ffff,488
8a194ad32077fff,0
8a194ad32087fff,24
8a194ad3208ffff,0
8a194ad32097fff,41
8a194ad3209ffff,0
8a194ad320a7fff,0
8a194ad320affff,83
8a194ad320b7fff,40
8a194ad320c7fff,4
8a194ad320cffff,504
8a194ad320d7fff,0
8a194ad320dffff,0
8a194ad320e7fff,0
8a194ad320effff,0
8a194ad320f7fff,0
8a194ad32107fff,55
8a194ad3210ffff,0
8a194ad32117fff,44
8a194ad3211ffff,2
8a194ad32127fff,132
8a194ad3212ffff,95
8a194ad32137fff,17
8a194ad32147fff,0
8a194ad3214ffff,4
8a194ad32157fff,12
8a194ad3215ffff,0
8a194ad32167fff,27
8a194ad3216ffff,26
8a194ad32177fff,79
8a194ad32187fff,2
8a194ad3218ffff,3
8a194ad32197fff,4
8a194ad3219ffff,667
8a194ad321a7fff,0
8a194ad321affff,123
8a194ad321b7fff,7
8a194ad32207fff,842
8a194ad3220ffff,62
8a194ad32217fff,708
8a194ad3221ffff,428
8a194ad32227fff,313
8a194ad3222ffff,110
8a194ad32237fff,39
8a194ad32247fff,83
8a194ad3224ffff,361
8a194ad32257fff,788
8a194ad3225ffff,1550
8a194ad32267fff,246
8a194ad3226ffff,756
8a194ad32277fff,749
8a194ad32287fff,448
8a194ad3228ffff,169
8a194ad32297fff,510
8a194ad3229ffff,705
8a194ad322a7fff,360
8a194ad322affff,529
8a194ad322b7fff,328
8a194ad322c7fff,171
8a194ad322cffff,1741
8a194ad322d7fff,595
8a194ad322dffff,733
8a194ad322e7fff,473
8a194ad322effff,1331
8a194ad322f7fff,565
8a194ad32307fff,83
8a194ad3230ffff,28
8a194ad32317fff,0
8a194ad3231ffff,510
8a194ad32327fff,16
8a194ad3232ffff,916
8a194ad32337fff,169
8a194ad32347fff,193
8a194ad3234ffff,513
8a194ad32357fff,575
8a194ad3235ffff,498
8a194ad32367fff,85
8a194ad3236ffff,0
8a194ad32377fff,803
8a194ad32387fff,808
8a194ad3238ffff,252
8a194ad32397fff,266
8a194ad3239ffff,226
8a194ad323a7fff,545
8a194ad323affff,282
8a194ad323b7fff,330
8a194ad32407fff,80
8a194ad3240ffff,27
8a194ad32417fff,222
8a194ad3241ffff,40
8a194ad32427fff,603
8a194ad3242ffff,15
8a194ad32437fff,121
8a194ad32447fff,24
8a194ad3244ffff,66
8a194ad32457fff,486
8a194ad3245ffff,45
8a194ad32467fff,159
8a194ad3246ffff,14
8a194ad32477fff,122
8a194ad32487fff,186
8a194ad3248ffff,296
8a194ad32497fff,965
8a194ad3249ffff,481
8a194ad324a7fff,426
8a194ad324affff,182
8a194ad324b7fff,451
8a194ad324c7fff,281
8a194ad324cffff,150
8a194ad324d7fff,283
8a194ad324dffff,150
8a194ad324e7fff,338
8a194ad324effff,202
8a194ad324f7fff,773
8a194ad32507fff,118
8a194ad3250ffff,459
8a194ad32517fff,861
8a194ad3251ffff,243
8a194ad32527fff,323
8a194ad3252ffff,95
8a194ad32537fff,378
8a194ad32547fff,78
8a194ad3254ffff,75
8a194ad32557fff,703
8a194ad3255ffff,112
8a194ad32567fff,49
8a194ad3256ffff,329
8a194ad32577fff,212
8a194ad32587fff,523
8a194ad3258ffff,249
8a194ad32597fff,55
8a194ad3259ffff,671
8a194ad325a7fff,240
8a194ad325affff,363
8a194ad325b7fff,275
8a194ad32607fff,15
8a194ad3260ffff,0
8a194ad32617fff,4
8a194ad3261ffff,0
8a194ad32627fff,2
8a194ad3262ffff,26
8a194ad32637fff,5
8a194ad32647fff,174
8a194ad3264ffff,0
8a194ad32657fff,53
8a194ad3265ffff,313
8a194ad32667fff,204
8a194ad3266ffff,79
8a194ad32677fff,78
8a194ad32687fff,251
8a194ad3268ffff,0
8a194ad32697fff,49
8a194ad3269ffff,20
8a194ad326a7fff,4
8a194ad326affff,0
8a194ad326b7fff,50
8a194ad326c7fff,13
8a194ad326cffff,7
8a194ad326d7fff,0
8a194ad326dffff,0
8a194ad326e7fff,2
8a194ad326effff,385
8a194ad326f7fff,0
8a194ad32707fff,2
8a194ad3270ffff,11
8a194ad32717fff,6
8a194ad3271ffff,0
8a194ad32727fff,0
8a194ad3272ffff,4
8a194ad32737fff,15
8a194ad32747fff,292
8a194ad3274ffff,8
8a194ad32757fff,278
8a194ad3275ffff,207
8a194ad32767fff,40
8a194ad3276ffff,2747
8a194ad32777fff,26
8a194ad32787fff,53
8a194ad3278ffff,35
8a194ad32797fff,61
8a194ad3279ffff,223
8a194ad327a7fff,0
8a194ad327affff,39
8a194ad327b7fff,0
8a194ad32807fff,54
8a194ad3280ffff,2
8a194ad32817fff,237
8a194ad3281ffff,19
8a194ad32827fff,16
8a194ad3282ffff,84
8a194ad32837fff,600
8a194ad32847fff,6
8a194ad3284ffff,16
8a194ad32857fff,48
8a194ad3285ffff,27
8a194ad32867fff,32
8a194ad3286ffff,132
8a194ad32877fff,169
8a194ad32887fff,4
8a194ad3288ffff,30
8a194ad32897fff,311
8a194ad3289ffff,151
8a194ad328a7fff,0
8a194ad328affff,119
8a194ad328b7fff,11
8a194ad328c7fff,26
8a194ad328cffff,5
8a194ad328d7fff,30
8a194ad328dffff,10
8a194ad328e7fff,143
8a194ad328effff,86
8a194ad328f7fff,231
8a194ad32907fff,427
8a194ad3290ffff,261
8a194ad32917fff,39
8a194ad3291ffff,140
8a194ad32927fff,173
8a194ad3292ffff,235
8a194ad32937fff,35
8a194ad32947fff,118
8a194ad3294ffff,13
8a194ad32957fff,547
8a194ad3295ffff,282
8a194ad32967fff,35
8a194ad3296ffff,76
8a194ad32977fff,352
8a194ad32987fff,19
8a194ad3298ffff,85
8a194ad32997fff,127
8a194ad3299ffff,6
8a194ad329a7fff,84
8a194ad329affff,25
8a194ad329b7fff,263
8a194ad32a07fff,0
8a194ad32a0ffff,27
8a194ad32a17fff,0
8a194ad32a1ffff,0
8a194ad32a27fff,304
8a194ad32a2ffff,17
8a194ad32a37fff,0
8a194ad32a47fff,44
8a194ad32a4ffff,118
8a194ad32a57fff,141
8a194ad32a5ffff,953
8a194ad32a67fff,2
8a194ad32a6ffff,90
8a194ad32a77fff,140
8a194ad32a87fff,68
8a194ad32a8ffff,151
8a194ad32a97fff,0
8a194ad32a9ffff,136
8a194ad32aa7fff,0
8a194ad32aaffff,103
8a194ad32ab7fff,27
8a194ad32ac7fff,241
8a194ad32acffff,152
8a194ad32ad7fff,539
8a194ad32adffff,220
8a194ad32ae7fff,250
8a194ad32aeffff,1526
8a194ad32af7fff,12
8a194ad32b07fff,3
8a194ad32b0ffff,1346
8a194ad32b17fff,73
8a194ad32b1ffff,49
8a194ad32b27fff,40
8a194ad32b2ffff,87
8a194ad32b37fff,0
8a194ad32b47fff,0
8a194ad32b4ffff,0
8a194ad32b57fff,187
8a194ad32b5ffff,0
8a194ad32b67fff,99
8a194ad32b6ffff,0
8a194ad32b77fff,0
8a194ad32b87fff,0
8a194ad32b8ffff,0
8a194ad32b97fff,114
8a194ad32b9ffff,0
8a194ad32ba7fff,96
8a194ad32baffff,0
8a194ad32bb7fff,45
8a194ad32c07fff,0
8a194ad32c0ffff,237
8a194ad32c17fff,70
8a194ad32c1ffff,16
8a194ad32c27fff,0
8a194ad32c2ffff,27
8a194ad32c37fff,0
8a194ad32c47fff,0
8a194ad32c4ffff,62
8a194ad32c57fff,226
8a194ad32c5ffff,0
8a194ad32c67fff,28
8a194ad32c6ffff,17
8a194ad32c77fff,0
8a194ad32c87fff,106
8a194ad32c8ffff,72
8a194ad32c97fff,71
8a194ad32c9ffff,24
8a194ad32ca7fff,269
8a194ad32caffff,172
8a194ad32cb7fff,0
8a194ad32cc7fff,0
8a194ad32ccffff,747
8a194ad32cd7fff,8
8a194ad32cdffff,1
8a194ad32ce7fff,0
8a194ad32ceffff,9
8a194ad32cf7fff,0
8a194ad32d07fff,418
8a194ad32d0ffff,667
8a194ad32d17fff,1152
8a194ad32d1ffff,84
8a194ad32d27fff,629
8a194ad32d2ffff,1360
8a194ad32d37fff,327
8a194ad32d47fff,64
8a194ad32d4ffff,189
8a194ad32d57fff,499
8a194ad32d5ffff,184
8a194ad32d67fff,288
8a194ad32d6ffff,125
8a194ad32d77fff,292
8a194ad32d87fff,107
8a194ad32d8ffff,57
8a194ad32d97fff,844
8a194ad32d9ffff,168
8a194ad32da7fff,0
8a194ad32daffff,762
8a194ad32db7fff,405
8a194ad33007fff,652
8a194ad3300ffff,951
8a194ad33017fff,1067
8a194ad3301ffff,462
8a194ad33027fff,6
8a194ad3302ffff,57
8a194ad33037fff,0
8a194ad33047fff,335
8a194ad3304ffff,1592
8a194ad33057fff,386
8a194ad3305ffff,212
8a194ad33067fff,1141
8a194ad3306ffff,805
8a194ad33077fff,74
8a194ad33087fff,142
8a194ad3308ffff,614
8a194ad33097fff,103
8a194ad3309ffff,772
8a194ad330a7fff,339
8a194ad330affff,378
8a194ad330b7fff,217
8a194ad330c7fff,23
8a194ad330cffff,109
8a194ad330d7fff,859
8a194ad330dffff,792
8a194ad330e7fff,60
8a194ad330effff,1622
8a194ad330f7fff,786
8a194ad33107fff,372
8a194ad3310ffff,266
8a194ad33117fff,625
8a194ad3311ffff,1249
8a194ad33127fff,575
8a194ad3312ffff,106
8a194ad33137fff,1314
8a194ad33147fff,168
8a194ad3314ffff,1057
8a194ad33157fff,267
8a194ad3315ffff,287
8a194ad33167fff,129
8a194ad3316ffff,70
8a194ad33177fff,171
8a194ad33187fff,1787
8a194ad3318ffff,76
8a194ad33197fff,1003
8a194ad3319ffff,1751
8a194ad331a7fff,1088
8a194ad331affff,98
8a194ad331b7fff,0
8a194ad33207fff,648
8a194ad3320ffff,1030
8a194ad33217fff,1533
8a194ad3321ffff,677
8a194ad33227fff,651
8a194ad3322ffff,849
8a194ad33237fff,1153
8a194ad33247fff,703
8a194ad3324ffff,56
8a194ad33257fff,30
8a194ad3325ffff,0
8a194ad33267fff,2
8a194ad3326ffff,7
8a194ad33277fff,16
8a194ad33287fff,397
8a194ad3328ffff,729
8a194ad33297fff,183
8a194ad3329ffff,147
8a194ad332a7fff,715
8a194ad332affff,233
8a194ad332b7fff,450
8a194ad332c7fff,30
8a194ad332cffff,8
8a194ad332d7fff,8
8a194ad332dffff,0
8a194ad332e7fff,156
8a194ad332effff,24
8a194ad332f7fff,561
8a194ad33307fff,540
8a194ad3330ffff,305
8a194ad33317fff,979
8a194ad3331ffff,532
8a194ad33327fff,75
8a194ad3332ffff,460
8a194ad33337fff,1031
8a194ad33347fff,75
8a194ad3334ffff,0
8a194ad33357fff,487
8a194ad3335ffff,503
8a194ad33367fff,301
8a194ad3336ffff,2
8a194ad33377fff,643
8a194ad33387fff,977
8a194ad3338ffff,512
8a194ad33397fff,242
8a194ad3339ffff,709
8a194ad333a7fff,1135
8a194ad333affff,847
8a194ad333b7fff,469
8a194ad33407fff,504
8a194ad3340ffff,193
8a194ad33417fff,890
8a194ad3341ffff,218
8a194ad33427fff,232
8a194ad3342ffff,1225
8a194ad33437fff,70
8a194ad33447fff,2313
8a194ad3344ffff,1044
8a194ad33457fff,440
8a194ad3345ffff,2403
8a194ad33467fff,585
8a194ad3346ffff,631
8a194ad33477fff,615
8a194ad33487fff,485
8a194ad3348ffff,380
8a194ad33497fff,0
8a194ad3349ffff,226
8a194ad334a7fff,414
8a194ad334affff,191
8a194ad334b7fff,0
8a194ad334c7fff,1325
8a194ad334cffff,1684
8a194ad334d7fff,92
8a194ad334dffff,529
8a194ad334e7fff,477
8a194ad334effff,384
8a194ad334f7fff,249
8a194ad33507fff,0
8a194ad3350ffff,742
8a194ad33517fff,261
8a194ad3351ffff,6
8a194ad33527fff,26
8a194ad3352ffff,38
8a194ad33537fff,489
8a194ad33547fff,1571
8a194ad3354ffff,947
8a194ad33557fff,1165
8a194ad3355ffff,1501
8a194ad33567fff,1427
8a194ad3356ffff,1013
8a194ad33577fff,548
8a194ad33587fff,437
8a194ad3358ffff,1038
8a194ad33597fff,279
8a194ad3359ffff,14
8a194ad335a7fff,159
8a194ad335affff,139
8a194ad335b7fff,2975
8a194ad33607fff,667
8a194ad3360ffff,400
8a194ad33617fff,48
8a194ad3361ffff,690
8a194ad33627fff,332
8a194ad3362ffff,404
8a194ad33637fff,376
8a194ad33647fff,1121
8a194ad3364ffff,791
8a194ad33657fff,967
8a194ad3365ffff,537
8a194ad33667fff,1104
8a194ad3366ffff,1248
8a194ad33677fff,317
8a194ad33687fff,574
8a194ad3368ffff,20
8a194ad33697fff,186
8a194ad3369ffff,92
8a194ad336a7fff,30
8a194ad336affff,221
8a194ad336b7fff,849
8a194ad336c7fff,1190
8a194ad336cffff,300
8a194ad336d7fff,915
8a194ad336dffff,100
8a194ad336e7fff,823
8a194ad336effff,114
8a194ad336f7fff,0
8a194ad33707fff,1502
8a194ad3370ffff,966
8a194ad33717fff,223
8a194ad3371ffff,379
8a194ad33727fff,376
8a194ad3372ffff,462
8a194ad33737fff,609
8a194ad33747fff,1854
8a194ad3374ffff,54
8a194ad33757fff,282
8a194ad3375ffff,224
8a194ad33767fff,901
8a194ad3376ffff,970
8a194ad33777fff,2968
8a194ad33787fff,1334
8a194ad3378ffff,1024
8a194ad33797fff,1330
8a194ad3379ffff,251
8a194ad337a7fff,622
8a194ad337affff,2174
8a194ad337b7fff,563
8a194ad33807fff,458
8a194ad3380ffff,910
8a194ad33817fff,658
8a194ad3381ffff,853
8a194ad33827fff,108
8a194ad3382ffff,1049
8a194ad33837fff,1348
8a194ad33847fff,309
8a194ad3384ffff,541
8a194ad33857fff,121
8a194ad3385ffff,797
8a194ad33867fff,552
8a194ad3386ffff,1895
8a194ad33877fff,1992
8a194ad33887fff,805
8a194ad3388ffff,606
8a194ad33897fff,1380
8a194ad3389ffff,552
8a194ad338a7fff,1295
8a194ad338affff,1219
8a194ad338b7fff,113
8a194ad338c7fff,330
8a194ad338cffff,232
8a194ad338d7fff,1078
8a194ad338dffff,842
8a194ad338e7fff,748
8a194ad338effff,242
8a194ad338f7fff,349
8a194ad33907fff,1099
8a194ad3390ffff,97
8a194ad33917fff,166
8a194ad3391ffff,614
8a194ad33927fff,1499
8a194ad3392ffff,147
8a194ad33937fff,174
8a194ad33947fff,1834
8a194ad3394ffff,571
8a194ad33957fff,893
8a194ad3395ffff,819
8a194ad33967fff,485
8a194ad3396ffff,494
8a194ad33977fff,305
8a194ad33987fff,905
8a194ad3398ffff,402
8a194ad33997fff,805
8a194ad3399ffff,1939
8a194ad339a7fff,91
8a194ad339affff,622
8a194ad339b7fff,678
8a194ad33a07fff,80
8a194ad33a0ffff,6
8a194ad33a17fff,0
8a194ad33a1ffff,113
8a194ad33a27fff,1482
8a194ad33a2ffff,79
8a194ad33a37fff,20
8a194ad33a47fff,207
8a194ad33a4ffff,1609
8a194ad33a57fff,0
8a194ad33a5ffff,252
8a194ad33a67fff,412
8a194ad33a6ffff,561
8a194ad33a77fff,66
8a194ad33a87fff,1410
8a194ad33a8ffff,1554
8a194ad33a97fff,755
8a194ad33a9ffff,637
8a194ad33aa7fff,0
8a194ad33aaffff,568
8a194ad33ab7fff,904
8a194ad33ac7fff,804
8a194ad33acffff,604
8a194ad33ad7fff,1417
8a194ad33adffff,1535
8a194ad33ae7fff,549
8a194ad33aeffff,404
8a194ad33af7fff,1071
8a194ad33b07fff,91
8a194ad33b0ffff,428
8a194ad33b17fff,464
8a194ad33b1ffff,0
8a194ad33b27fff,0
8a194ad33b2ffff,215
8a194ad33b37fff,797
8a194ad33b47fff,361
8a194ad33b4ffff,249
8a194ad33b57fff,719
8a194ad33b5ffff,1139
8a194ad33b67fff,20
8a194ad33b6ffff,143
8a194ad33b77fff,601
8a194ad33b87fff,0
8a194ad33b8ffff,4
8a194ad33b97fff,472
8a194ad33b9ffff,116
8a194ad33ba7fff,142
8a194ad33baffff,72
8a194ad33bb7fff,1002
8a194ad33c07fff,375
8a194ad33c0ffff,697
8a194ad33c17fff,545
8a194ad33c1ffff,176
8a194ad33c27fff,79
8a194ad33c2ffff,67
8a194ad33c37fff,895
8a194ad33c47fff,340
8a194ad33c4ffff,1297
8a194ad33c57fff,713
8a194ad33c5ffff,426
8a194ad33c67fff,1082
8a194ad33c6ffff,670
8a194ad33c77fff,271
8a194ad33c87fff,480
8a194ad33c8ffff,970
8a194ad33c97fff,725
8a194ad33c9ffff,1163
8a194ad33ca7fff,80
8a194ad33caffff,876
8a194ad33cb7fff,699
8a194ad33cc7fff,621
8a194ad33ccffff,160
8a194ad33cd7fff,45
8a194ad33cdffff,4
8a194ad33ce7fff,327
8a194ad33ceffff,18
8a194ad33cf7fff,1146
8a194ad33d07fff,306
8a194ad33d0ffff,696
8a194ad33d17fff,0
8a194ad33d1ffff,10
8a194ad33d27fff,78
8a194ad33d2ffff,128
8a194ad33d37fff,269
8a194ad33d47fff,1058
8a194ad33d4ffff,743
8a194ad33d57fff,1067
8a194ad33d5ffff,1500
8a194ad33d67fff,338
8a194ad33d6ffff,317
8a194ad33d77fff,688
8a194ad33d87fff,239
8a194ad33d8ffff,798
8a194ad33d97fff,90
8a194ad33d9ffff,476
8a194ad33da7fff,12
8a194ad33daffff,214
8a194ad33db7fff,19
8a194ad34007fff,212
8a194ad3400ffff,177
8a194ad34017fff,55
8a194ad3401ffff,510
8a194ad34027fff,426
8a194ad3402ffff,233
8a194ad34037fff,0
8a194ad34047fff,530
8a194ad3404ffff,208
8a194ad34057fff,956
8a194ad3405ffff,137
8a194ad34067fff,681
8a194ad3406ffff,524
8a194ad34077fff,415
8a194ad34087fff,677
8a194ad3408ffff,896
8a194ad34097fff,801
8a194ad3409ffff,75
8a194ad340a7fff,145
8a194ad340affff,775
8a194ad340b7fff,3
8a194ad340c7fff,34
8a194ad340cffff,657
8a194ad340d7fff,55
8a194ad340dffff,463
8a194ad340e7fff,59
8a194ad340effff,80
8a194ad340f7fff,732
8a194ad34107fff,1083
8a194ad3410ffff,757
8a194ad34117fff,256
8a194ad3411ffff,21
8a194ad34127fff,124
8a194ad3412ffff,1229
8a194ad34137fff,1586
8a194ad34147fff,195
8a194ad3414ffff,1073
8a194ad34157fff,1888
8a194ad3415ffff,438
8a194ad34167fff,91
8a194ad3416ffff,1038
8a194ad34177fff,306
8a194ad34187fff,8
8a194ad3418ffff,0
8a194ad34197fff,1175
8a194ad3419ffff,678
8a194ad341a7fff,244
8a194ad341affff,0
8a194ad341b7fff,178
8a194ad34207fff,245
8a194ad3420ffff,2247
8a194ad34217fff,673
8a194ad3421ffff,224
8a194ad34227fff,19
8a194ad3422ffff,0
8a194ad34237fff,0
8a194ad34247fff,488
8a194ad3424ffff,223
8a194ad34257fff,0
8a194ad3425ffff,85
8a194ad34267fff,1137
8a194ad3426ffff,550
8a194ad34277fff,984
8a194ad34287fff,568
8a194ad3428ffff,221
8a194ad34297fff,297
8a194ad3429ffff,0
8a194ad342a7fff,1163
8a194ad342affff,59
8a194ad342b7fff,26
8a194ad342c7fff,777
8a194ad342cffff,554
8a194ad342d7fff,86
8a194ad342dffff,112
8a194ad342e7fff,604
8a194ad342effff,1161
8a194ad342f7fff,379
8a194ad34307fff,239
8a194ad3430ffff,314
8a194ad34317fff,832
8a194ad3431ffff,18
8a194ad34327fff,910
8a194ad3432ffff,332
8a194ad34337fff,623
