destination_code,sum
8a194e69d057fff,600
8a194e69d05ffff,859
8a194e69d06ffff,1210
8a194e69d087fff,830
8a194e69d08ffff,841
8a194e69d097fff,910
8a194e69d09ffff,196
8a194e69d0a7fff,309
8a194e69d0affff,701
8a194e69d0b7fff,819
8a194e69d0c7fff,1747
8a194e69d0cffff,134
8a194e69d0d7fff,1470
8a194e69d0dffff,115
8a194e69d0e7fff,74
8a194e69d0effff,1103
8a194e69d0f7fff,295
8a194e69d107fff,532
8a194e69d10ffff,874
8a194e69d117fff,732
8a194e69d11ffff,852
8a194e69d127fff,55
8a194e69d12ffff,600
8a194e69d137fff,750
8a194e69d157fff,32
8a194e69d167fff,1303
8a194e69d16ffff,377
8a194e69d177fff,1242
8a194e69d187fff,354
8a194e69d18ffff,561
8a194e69d197fff,891
8a194e69d19ffff,2530
8a194e69d1a7fff,675
8a194e69d1affff,873
8a194e69d1b7fff,157
8a194e69d207fff,345
8a194e69d20ffff,801
8a194e69d217fff,1724
8a194e69d21ffff,439
8a194e69d227fff,376
8a194e69d22ffff,392
8a194e69d237fff,659
8a194e69d247fff,666
8a194e69d24ffff,1780
8a194e69d257fff,301
8a194e69d25ffff,726
8a194e69d267fff,506
8a194e69d26ffff,506
8a194e69d277fff,36
8a194e69d287fff,783
8a194e69d28ffff,177
8a194e69d297fff,1008
8a194e69d29ffff,302
8a194e69d2a7fff,97
8a194e69d2affff,1239
8a194e69d2b7fff,363
8a194e69d2c7fff,1188
8a194e69d2cffff,449
8a194e69d2d7fff,238
8a194e69d2dffff,694
8a194e69d2e7fff,747
8a194e69d2effff,187
8a194e69d2f7fff,1246
8a194e69d307fff,17
8a194e69d30ffff,42
8a194e69d317fff,708
8a194e69d31ffff,286
8a194e69d327fff,470
8a194e69d32ffff,100
8a194e69d337fff,77
8a194e69d347fff,286
8a194e69d34ffff,240
8a194e69d357fff,803
8a194e69d35ffff,641
8a194e69d367fff,353
8a194e69d36ffff,779
8a194e69d377fff,250
8a194e69d387fff,360
8a194e69d38ffff,1249
8a194e69d397fff,229
8a194e69d39ffff,840
8a194e69d3a7fff,208
8a194e69d3affff,957
8a194e69d3b7fff,204
8a194e69d407fff,484
8a194e69d40ffff,416
8a194e69d417fff,907
8a194e69d41ffff,95
8a194e69d427fff,282
8a194e69d42ffff,453
8a194e69d437fff,11
8a194e69d44ffff,209
8a194e69d457fff,152
8a194e69d45ffff,415
8a194e69d467fff,1255
8a194e69d46ffff,844
8a194e69d477fff,230
8a194e69d487fff,167
8a194e69d48ffff,585
8a194e69d497fff,89
8a194e69d49ffff,110
8a194e69d4a7fff,315
8a194e69d4affff,809
8a194e69d4b7fff,619
8a194e69d4c7fff,3
8a194e69d4cffff,473
8a194e69d4d7fff,615
8a194e69d4dffff,80
8a194e69d4e7fff,674
8a194e69d4effff,226
8a194e69d4f7fff,1183
8a194e69d517fff,52
8a194e69d52ffff,3
8a194e69d537fff,85
8a194e69d547fff,269
8a194e69d54ffff,193
8a194e69d557fff,350
8a194e69d55ffff,445
8a194e69d567fff,278
8a194e69d56ffff,667
8a194e69d577fff,710
8a194e69d587fff,234
8a194e69d58ffff,47
8a194e69d597fff,829
8a194e69d59ffff,1101
8a194e69d5a7fff,108
8a194e69d5affff,72
8a194e69d5b7fff,425
8a194e69d607fff,436
8a194e69d60ffff,770
8a194e69d617fff,54
8a194e69d61ffff,255
8a194e69d627fff,282
8a194e69d62ffff,563
8a194e69d637fff,1240
8a194e69d647fff,289
8a194e69d64ffff,1127
8a194e69d657fff,104
8a194e69d65ffff,581
8a194e69d667fff,1359
8a194e69d66ffff,1612
8a194e69d677fff,802
8a194e69d687fff,95
8a194e69d68ffff,370
8a194e69d697fff,454
8a194e69d69ffff,15
8a194e69d6a7fff,950
8a194e69d6affff,987
8a194e69d6b7fff,242
8a194e69d6c7fff,1176
8a194e69d6cffff,720
8a194e69d6d7fff,1418
8a194e69d6dffff,290
8a194e69d6e7fff,463
8a194e69d6effff,348
8a194e69d6f7fff,663
8a194e69d707fff,648
8a194e69d70ffff,282
8a194e69d717fff,200
8a194e69d71ffff,628
8a194e69d727fff,140
8a194e69d72ffff,528
8a194e69d737fff,702
8a194e69d747fff,123
8a194e69d74ffff,290
8a194e69d757fff,781
8a194e69d75ffff,980
8a194e69d767fff,466
8a194e69d76ffff,1177
8a194e69d777fff,176
8a194e69d787fff,141
8a194e69d78ffff,964
8a194e69d797fff,495
8a194e69d79ffff,345
8a194e69d7a7fff,87
8a194e69d7affff,1779
8a194e69d7b7fff,761
8a194e69d80ffff,51
8a194e69d817fff,13
8a194e69d81ffff,616
8a194e69d847fff,2
8a194e69d84ffff,2
8a194e69d857fff,263
8a194e69d85ffff,65
8a194e69d877fff,3
8a194e69d887fff,549
8a194e69d88ffff,9
8a194e69d897fff,228
8a194e69d89ffff,47
8a194e69d8a7fff,256
8a194e69d8affff,431
8a194e69d8b7fff,156
8a194e69d8c7fff,116
8a194e69d8cffff,259
8a194e69d8d7fff,1410
8a194e69d8dffff,656
8a194e69d8e7fff,290
8a194e69d8effff,138
8a194e69d907fff,2
8a194e69d927fff,832
8a194e69d92ffff,51
8a194e69d957fff,6
8a194e69d967fff,2
8a194e69d987fff,1
8a194e69d98ffff,141
8a194e69d997fff,568
8a194e69d99ffff,799
8a194e69d9b7fff,203
8a194e69da07fff,1184
8a194e69da0ffff,419
8a194e69da17fff,207
8a194e69da1ffff,226
8a194e69da27fff,595
8a194e69da2ffff,105
8a194e69da37fff,260
8a194e69da47fff,917
8a194e69da4ffff,250
8a194e69da57fff,613
8a194e69da5ffff,304
8a194e69da67fff,300
8a194e69da6ffff,392
8a194e69da77fff,808
8a194e69da87fff,488
8a194e69da8ffff,200
8a194e69da97fff,73
8a194e69da9ffff,569
8a194e69daa7fff,396
8a194e69daaffff,436
8a194e69dab7fff,802
8a194e69dac7fff,144
8a194e69dacffff,442
8a194e69dad7fff,117
8a194e69dadffff,328
8a194e69dae7fff,392
8a194e69daeffff,530
8a194e69daf7fff,658
8a194e69db07fff,794
8a194e69db0ffff,94
8a194e69db17fff,390
8a194e69db1ffff,551
8a194e69db27fff,184
8a194e69db2ffff,390
8a194e69db37fff,7
8a194e69db47fff,752
8a194e69db4ffff,805
8a194e69db57fff,1105
8a194e69db5ffff,553
8a194e69db67fff,264
8a194e69db6ffff,93
8a194e69db77fff,565
8a194e69db87fff,547
8a194e69db8ffff,493
8a194e69db97fff,245
8a194e69db9ffff,529
8a194e69dba7fff,184
8a194e69dbaffff,362
8a194e69dbb7fff,182
8a194e69dc07fff,199
8a194e69dc0ffff,359
8a194e69dc17fff,2147
8a194e69dc1ffff,27
8a194e69dc27fff,870
8a194e69dc2ffff,1257
8a194e69dc37fff,344
8a194e69dc47fff,246
8a194e69dc4ffff,151
8a194e69dc57fff,195
8a194e69dc5ffff,255
8a194e69dc67fff,704
8a194e69dc6ffff,651
8a194e69dc77fff,347
8a194e69dc87fff,35
8a194e69dc8ffff,21
8a194e69dc97fff,734
8a194e69dc9ffff,32
8a194e69dca7fff,101
8a194e69dcaffff,1664
8a194e69dcb7fff,290
8a194e69dcc7fff,1020
8a194e69dccffff,537
8a194e69dcd7fff,29
8a194e69dcdffff,515
8a194e69dce7fff,169
8a194e69dceffff,11
8a194e69dcf7fff,67
8a194e69dd07fff,2
8a194e69dd0ffff,306
8a194e69dd17fff,345
8a194e69dd1ffff,646
8a194e69dd27fff,298
8a194e69dd2ffff,423
8a194e69dd37fff,516
8a194e69dd47fff,420
8a194e69dd4ffff,839
8a194e69dd57fff,962
8a194e69dd5ffff,341
8a194e69dd67fff,478
8a194e69dd6ffff,15
8a194e69dd77fff,20
8a194e69dd87fff,761
8a194e69dd8ffff,9
8a194e69dd97fff,252
8a194e69dd9ffff,931
8a194e69dda7fff,181
8a194e69ddaffff,55
8a194e69ddb7fff,5
8a194e69e007fff,94
8a194e69e02ffff,199
8a194e69e037fff,68
8a194e69e047fff,94
8a194e69e04ffff,409
8a194e69e067fff,91
8a194e69e06ffff,16
8a194e69e10ffff,273
8a194e69e11ffff,350
8a194e69e12ffff,197
8a194e69e147fff,165
8a194e69e14ffff,155
8a194e69e157fff,124
8a194e69e15ffff,157
8a194e69e16ffff,57
8a194e69e177fff,40
8a194e69e207fff,2
8a194e69e28ffff,9
8a194e69e297fff,34
8a194e69e29ffff,19
8a194e69e2cffff,150
8a194e69e2d7fff,2
8a194e69e2f7fff,3
8a194e69e327fff,57
8a194e69e39ffff,77
8a194e69e3affff,4
8a194e69e40ffff,7
8a194e69e417fff,99
8a194e69e437fff,7
8a194e69e45ffff,583
8a194e69e487fff,3
8a194e69e497fff,193
8a194e69e4a7fff,2
8a194e69e4b7fff,35
8a194e69e4cffff,30
8a194e69e4dffff,291
8a194e69e4effff,391
8a194e69e597fff,166
8a194e69e607fff,348
8a194e69e60ffff,687
8a194e69e617fff,450
8a194e69e61ffff,849
8a194e69e627fff,816
8a194e69e62ffff,404
8a194e69e637fff,171
8a194e69e64ffff,1169
8a194e69e657fff,44
8a194e69e65ffff,3
8a194e69e66ffff,490
8a194e69e677fff,468
8a194e69e687fff,897
8a194e69e68ffff,100
8a194e69e697fff,807
8a194e69e69ffff,238
8a194e69e6a7fff,485
8a194e69e6affff,689
8a194e69e6b7fff,590
8a194e69e6c7fff,480
8a194e69e6cffff,5
8a194e69e6d7fff,308
8a194e69e6dffff,156
8a194e69e6e7fff,251
8a194e69e6f7fff,308
8a194e69e70ffff,345
8a194e69e717fff,71
8a194e69e71ffff,128
8a194e69e747fff,144
8a194e69e757fff,219
8a194e69e75ffff,252
8a194e69e787fff,240
8a194e69e78ffff,286
8a194e69e797fff,520
8a194e69e79ffff,1000
8a194e69e7a7fff,395
8a194e69e7b7fff,129
8a194e69e807fff,486
8a194e69e80ffff,983
8a194e69e827fff,256
8a194e69e82ffff,192
8a194e69e837fff,90
8a194e69e847fff,52
8a194e69e84ffff,276
8a194e69e867fff,24
8a194e69e877fff,224
8a194e69e887fff,13
8a194e69e8a7fff,1
8a194e69e8c7fff,7
8a194e69e8cffff,3
8a194e69e907fff,481
8a194e69e917fff,345
8a194e69e927fff,439
8a194e69e92ffff,510
8a194e69e937fff,340
8a194e69e947fff,170
8a194e69e94ffff,1183
8a194e69e957fff,543
8a194e69e95ffff,41
8a194e69e967fff,155
8a194e69e96ffff,187
8a194e69e977fff,442
8a194e69e987fff,12
8a194e69e997fff,438
8a194e69e9a7fff,530
8a194e69e9affff,1026
8a194e69e9b7fff,215
8a194e69ea07fff,1206
8a194e69ea0ffff,594
8a194e69ea17fff,592
8a194e69ea1ffff,1027
8a194e69ea27fff,630
8a194e69ea2ffff,468
8a194e69ea37fff,507
8a194e69ea67fff,76
8a194e69ea6ffff,115
8a194e69ea77fff,481
8a194e69ea87fff,432
8a194e69ea8ffff,5
8a194e69ea97fff,61
8a194e69ea9ffff,17
8a194e69eaa7fff,321
8a194e69eaaffff,96
8a194e69eab7fff,485
8a194e69ead7fff,107
8a194e69eadffff,300
8a194e69eae7fff,99
8a194e69eaf7fff,420
8a194e69eb07fff,482
8a194e69eb0ffff,127
8a194e69eb17fff,16
8a194e69eb1ffff,30
8a194e69eb27fff,99
8a194e69eb2ffff,276
8a194e69eb37fff,339
8a194e69eb47fff,137
8a194e69eb4ffff,4
8a194e69eb57fff,79
8a194e69eb5ffff,135
8a194e69eb67fff,44
8a194e69eb6ffff,161
8a194e69eb77fff,83
8a194e69eb87fff,49
8a194e69eb8ffff,488
8a194e69eb9ffff,966
8a194e69eba7fff,128
8a194e69ebaffff,462
8a194e69ec37fff,8
8a194e69ed47fff,4
8a194e69ed67fff,412
8a194e69ed6ffff,146
8a194e6a1007fff,1212
8a194e6a100ffff,1499
8a194e6a101ffff,158
8a194e6a102ffff,875
8a194e6a1047fff,63
8a194e6a104ffff,1
8a194e6a1057fff,151
8a194e6a105ffff,423
8a194e6a1067fff,278
8a194e6a106ffff,1000
8a194e6a108ffff,384
8a194e6a1097fff,193
8a194e6a109ffff,14
8a194e6a10c7fff,76
8a194e6a10cffff,5
8a194e6a10d7fff,1228
8a194e6a10dffff,122
8a194e6a10e7fff,74
8a194e6a10effff,282
8a194e6a10f7fff,1576
8a194e6a1147fff,138
8a194e6a114ffff,211
8a194e6a1157fff,642
8a194e6a115ffff,247
8a194e6a1167fff,990
8a194e6a116ffff,441
8a194e6a1177fff,767
8a194e6a1207fff,3
8a194e6a1217fff,861
8a194e6a1237fff,5
8a194e6a1247fff,10
8a194e6a125ffff,4
8a194e6a1287fff,15
8a194e6a1297fff,42
8a194e6a12a7fff,560
8a194e6a12affff,177
8a194e6a12b7fff,345
8a194e6a1307fff,406
8a194e6a130ffff,314
8a194e6a1317fff,121
8a194e6a131ffff,101
8a194e6a1327fff,304
8a194e6a132ffff,701
8a194e6a1337fff,210
8a194e6a1367fff,226
8a194e6a136ffff,214
8a194e6a1387fff,287
8a194e6a138ffff,200
8a194e6a1397fff,298
8a194e6a139ffff,33
8a194e6a13a7fff,442
8a194e6a13b7fff,32
8a194e6a1407fff,258
8a194e6a144ffff,301
8a194e6a1457fff,1879
8a194e6a145ffff,2185
8a194e6a146ffff,3
8a194e6a14c7fff,16
8a194e6a14cffff,224
8a194e6a14d7fff,1710
8a194e6a14dffff,170
8a194e6a14e7fff,72
8a194e6a14effff,584
8a194e6a14f7fff,555
8a194e6a1607fff,466
8a194e6a160ffff,984
8a194e6a1617fff,45
8a194e6a161ffff,2
8a194e6a1627fff,174
8a194e6a162ffff,2
8a194e6a1637fff,150
8a194e6a164ffff,2
8a194e6a165ffff,712
8a194e6a1667fff,702
8a194e6a166ffff,496
8a194e6a1677fff,49
8a194e6a1687fff,19
8a194e6a168ffff,1320
8a194e6a1697fff,276
8a194e6a16a7fff,253
8a194e6a16affff,1107
8a194e6a16b7fff,587
8a194e6a16c7fff,85
8a194e6a16cffff,124
8a194e6a16d7fff,744
8a194e6a16effff,323
8a194e6a16f7fff,608
8a194e6a1707fff,717
8a194e6a170ffff,197
8a194e6a1717fff,140
8a194e6a171ffff,213
8a194e6a1727fff,703
8a194e6a172ffff,429
8a194e6a1737fff,434
8a194e6a1747fff,158
8a194e6a174ffff,363
8a194e6a1757fff,143
8a194e6a175ffff,135
8a194e6a1767fff,755
8a194e6a176ffff,219
8a194e6a1777fff,390
8a194e6a1787fff,709
8a194e6a178ffff,608
8a194e6a1797fff,551
8a194e6a179ffff,1250
8a194e6a17a7fff,192
8a194e6a17affff,1244
8a194e6a17b7fff,379
8a194e6a18c7fff,307
8a194e6a18cffff,16
8a194e6a18dffff,685
8a194e6a18effff,139
8a194e6a1a07fff,495
8a194e6a1a0ffff,70
8a194e6a1a17fff,177
8a194e6a1a1ffff,71
8a194e6a1a27fff,347
8a194e6a1a2ffff,328
8a194e6a1a37fff,899
8a194e6a1a47fff,225
8a194e6a1a5ffff,98
8a194e6a1a67fff,182
8a194e6a1a77fff,58
8a194e6a1a87fff,343
8a194e6a1a8ffff,249
8a194e6a1a97fff,479
8a194e6a1a9ffff,217
8a194e6a1aa7fff,545
8a194e6a1aaffff,503
8a194e6a1ab7fff,737
8a194e6a1ac7fff,43
8a194e6a1acffff,122
8a194e6a1ad7fff,854
8a194e6a1adffff,474
8a194e6a1ae7fff,455
8a194e6a1af7fff,716
8a194e6a1b0ffff,5
8a194e6a1b5ffff,277
8a194e6a1b8ffff,245
8a194e6a1b97fff,363
8a194e6a1b9ffff,1840
8a194e6a1bb7fff,18
8a194e6a3207fff,318
8a194e6a320ffff,317
8a194e6a3217fff,391
8a194e6a3227fff,220
8a194e6a322ffff,147
8a194e6a3237fff,37
8a194e6a3247fff,188
8a194e6a324ffff,772
8a194e6a3257fff,356
8a194e6a325ffff,12
8a194e6a3267fff,97
8a194e6a326ffff,162
8a194e6a3277fff,100
8a194e6a3287fff,354
8a194e6a328ffff,76
8a194e6a3297fff,1286
8a194e6a329ffff,729
8a194e6a32a7fff,472
8a194e6a32affff,1309
8a194e6a32b7fff,1233
8a194e6a32c7fff,2462
8a194e6a32d7fff,1001
8a194e6a32dffff,761
8a194e6a32e7fff,495
8a194e6a32effff,1180
8a194e6a330ffff,1180
8a194e6a331ffff,308
8a194e6a3347fff,132
8a194e6a334ffff,672
8a194e6a3357fff,372
8a194e6a335ffff,1003
8a194e6a336ffff,38
8a194e6a3377fff,63
8a194e6a3387fff,364
8a194e6a338ffff,68
8a194e6a33affff,869
8a194e6a361ffff,19
8a194e6a3647fff,51
8a194e6a364ffff,37
8a194e6a3657fff,951
8a194e6a365ffff,132
8a194e6a3667fff,31
8a194e6a366ffff,14
8a194e6a3677fff,202
8a194e6a3697fff,6
8a194e6a36c7fff,526
8a194e6a36cffff,34
8a194e6a36d7fff,248
8a194e6a36dffff,174
8a194e6a36e7fff,556
8a194e6a36effff,68
8a194e6a36f7fff,88
8a194e6a376ffff,158
8a194e6a3a47fff,36
8a194e6a3a5ffff,1259
8a194e6a3a77fff,579
8a194e6a3b27fff,884
8a194e6a3b47fff,2107
8a194e6a3b5ffff,750
8a194e6a3b67fff,524
8a194e6a3b6ffff,406
8a194e6a8007fff,733
8a194e6a800ffff,1017
8a194e6a8017fff,1156
8a194e6a801ffff,932
8a194e6a8027fff,26
8a194e6a802ffff,2235
8a194e6a8037fff,483
8a194e6a8047fff,301
8a194e6a804ffff,959
8a194e6a8057fff,204
8a194e6a805ffff,308
8a194e6a8067fff,2
8a194e6a806ffff,120
8a194e6a8077fff,313
8a194e6a8087fff,265
8a194e6a808ffff,606
8a194e6a8097fff,134
8a194e6a809ffff,14
8a194e6a80a7fff,665
8a194e6a80affff,62
8a194e6a80b7fff,3
8a194e6a80c7fff,169
8a194e6a80d7fff,729
8a194e6a80dffff,1590
8a194e6a80e7fff,78
8a194e6a80effff,535
8a194e6a80f7fff,254
8a194e6a8107fff,71
8a194e6a810ffff,711
8a194e6a8117fff,595
8a194e6a811ffff,1
8a194e6a8127fff,348
8a194e6a812ffff,396
8a194e6a8137fff,72
8a194e6a8147fff,543
8a194e6a814ffff,27
8a194e6a8157fff,260
8a194e6a815ffff,586
8a194e6a8167fff,2
8a194e6a816ffff,118
8a194e6a8177fff,33
8a194e6a8187fff,104
8a194e6a818ffff,540
8a194e6a8197fff,255
8a194e6a819ffff,232
8a194e6a81a7fff,866
8a194e6a81affff,597
8a194e6a81b7fff,40
8a194e6a8207fff,414
8a194e6a820ffff,220
8a194e6a8217fff,2050
8a194e6a821ffff,614
8a194e6a8227fff,180
8a194e6a822ffff,434
8a194e6a8247fff,633
8a194e6a824ffff,438
8a194e6a8257fff,40
8a194e6a825ffff,1013
8a194e6a8267fff,96
8a194e6a826ffff,639
8a194e6a8277fff,420
8a194e6a8287fff,136
8a194e6a828ffff,343
8a194e6a8297fff,1957
8a194e6a829ffff,5
8a194e6a82a7fff,126
8a194e6a82affff,238
8a194e6a82b7fff,61
8a194e6a82cffff,7
8a194e6a82d7fff,167
8a194e6a82e7fff,6
8a194e6a82f7fff,241
8a194e6a8307fff,263
8a194e6a830ffff,848
8a194e6a8317fff,565
8a194e6a8327fff,347
8a194e6a832ffff,619
8a194e6a8337fff,520
8a194e6a8347fff,132
8a194e6a834ffff,538
8a194e6a8357fff,55
8a194e6a835ffff,1182
8a194e6a8367fff,396
8a194e6a836ffff,252
8a194e6a8377fff,836
8a194e6a8387fff,480
8a194e6a838ffff,473
8a194e6a8397fff,723
8a194e6a839ffff,293
8a194e6a83a7fff,71
8a194e6a83affff,260
8a194e6a83b7fff,730
8a194e6a8437fff,5
8a194e6a8467fff,11
8a194e6a846ffff,639
8a194e6a8487fff,196
8a194e6a8497fff,365
8a194e6a849ffff,121
8a194e6a84a7fff,92
8a194e6a84b7fff,212
8a194e6a8507fff,214
8a194e6a8517fff,461
8a194e6a8527fff,71
8a194e6a852ffff,93
8a194e6a8537fff,106
8a194e6a8547fff,255
8a194e6a854ffff,40
8a194e6a8557fff,5
8a194e6a855ffff,2
8a194e6a8567fff,683
8a194e6a856ffff,49
8a194e6a8577fff,223
8a194e6a8587fff,2
8a194e6a858ffff,1463
8a194e6a8597fff,545
8a194e6a859ffff,2037
8a194e6a85a7fff,723
8a194e6a85affff,2
8a194e6a85b7fff,654
8a194e6a8607fff,595
8a194e6a860ffff,408
8a194e6a8617fff,411
8a194e6a861ffff,232
8a194e6a8627fff,306
8a194e6a862ffff,267
8a194e6a8647fff,2
8a194e6a864ffff,2
8a194e6a8657fff,141
8a194e6a865ffff,2
8a194e6a8667fff,110
8a194e6a866ffff,81
8a194e6a8677fff,55
8a194e6a8687fff,52
8a194e6a868ffff,253
8a194e6a8697fff,455
8a194e6a869ffff,336
8a194e6a86a7fff,13
8a194e6a86affff,239
8a194e6a86b7fff,492
8a194e6a86c7fff,350
8a194e6a86cffff,439
8a194e6a86d7fff,14
8a194e6a86dffff,157
8a194e6a86e7fff,380
8a194e6a86effff,52
8a194e6a86f7fff,446
8a194e6a8707fff,62
8a194e6a870ffff,1295
8a194e6a8727fff,455
8a194e6a872ffff,563
8a194e6a8737fff,194
8a194e6a8747fff,210
8a194e6a874ffff,997
8a194e6a8757fff,185
8a194e6a875ffff,652
8a194e6a8767fff,1120
8a194e6a876ffff,334
8a194e6a8777fff,187
8a194e6a880ffff,345
8a194e6a881ffff,12
8a194e6a8827fff,322
8a194e6a882ffff,2
8a194e6a8847fff,94
8a194e6a884ffff,758
8a194e6a8857fff,1614
8a194e6a885ffff,1482
8a194e6a886ffff,220
8a194e6a8877fff,217
8a194e6a888ffff,466
8a194e6a889ffff,285
8a194e6a88b7fff,4
8a194e6a88c7fff,1400
8a194e6a88cffff,870
8a194e6a88d7fff,701
8a194e6a88dffff,531
8a194e6a88e7fff,146
8a194e6a88effff,1003
8a194e6a88f7fff,138
8a194e6a8907fff,1846
8a194e6a890ffff,656
8a194e6a891ffff,39
8a194e6a8927fff,183
8a194e6a892ffff,680
8a194e6a8937fff,553
8a194e6a8947fff,407
8a194e6a894ffff,249
8a194e6a8957fff,753
8a194e6a895ffff,10
8a194e6a8967fff,320
8a194e6a896ffff,565
8a194e6a8977fff,660
8a194e6a8a07fff,2
8a194e6a8a17fff,645
8a194e6a8a1ffff,74
8a194e6a8a4ffff,485
8a194e6a8a5ffff,185
8a194e6a8a67fff,193
8a194e6a8a6ffff,132
8a194e6a8a87fff,47
8a194e6a8a8ffff,532
8a194e6a8a97fff,244
8a194e6a8a9ffff,570
8a194e6a8aa7fff,558
8a194e6a8aaffff,234
8a194e6a8ab7fff,358
8a194e6a8ac7fff,74
8a194e6a8acffff,596
8a194e6a8ad7fff,523
8a194e6a8adffff,735
8a194e6a8ae7fff,160
8a194e6a8af7fff,1394
8a194e6a8b07fff,352
8a194e6a8b17fff,861
8a194e6a8b27fff,4
8a194e6a8b2ffff,35
8a194e6a8b47fff,330
8a194e6a8b4ffff,1532
8a194e6a8b57fff,210
8a194e6a8b67fff,236
8a194e6a8b6ffff,72
8a194e6a8b77fff,1076
8a194e6a8b8ffff,401
8a194e6a8b97fff,29
8a194e6a8b9ffff,373
8a194e6a8ba7fff,1064
8a194e6a8baffff,1064
8a194e6a8bb7fff,705
8a194e6a8c27fff,58
8a194e6a8c47fff,140
8a194e6a8c4ffff,6
8a194e6a8c57fff,243
8a194e6a8c5ffff,282
8a194e6a8c67fff,2
8a194e6a8c77fff,680
8a194e6a8ccffff,761
8a194e6a8cdffff,302
8a194e6a8d27fff,2
8a194e6a8d5ffff,164
8a194e6a8d8ffff,2
8a194e6a9007fff,587
8a194e6a900ffff,471
8a194e6a9017fff,122
8a194e6a901ffff,594
8a194e6a9027fff,307
8a194e6a902ffff,1187
8a194e6a9037fff,1301
8a194e6a9047fff,1203
8a194e6a904ffff,473
8a194e6a9057fff,1414
8a194e6a905ffff,50
8a194e6a9067fff,374
8a194e6a906ffff,405
8a194e6a9077fff,35
8a194e6a9087fff,175
8a194e6a9097fff,560
8a194e6a90a7fff,385
8a194e6a90affff,1254
8a194e6a90b7fff,666
8a194e6a90cffff,223
8a194e6a90dffff,493
8a194e6a90e7fff,26
8a194e6a90effff,865
8a194e6a9107fff,118
8a194e6a910ffff,23
8a194e6a9117fff,42
8a194e6a911ffff,516
8a194e6a9127fff,339
8a194e6a912ffff,70
8a194e6a9137fff,912
8a194e6a9147fff,551
8a194e6a914ffff,23
8a194e6a9157fff,289
8a194e6a915ffff,1913
8a194e6a9167fff,63
8a194e6a916ffff,568
8a194e6a9177fff,434
8a194e6a9187fff,651
8a194e6a918ffff,438
8a194e6a9197fff,327
8a194e6a919ffff,257
8a194e6a91a7fff,740
8a194e6a91affff,407
8a194e6a91b7fff,60
8a194e6a9207fff,603
8a194e6a920ffff,997
8a194e6a9217fff,10
8a194e6a9227fff,155
8a194e6a922ffff,562
8a194e6a9237fff,366
8a194e6a9247fff,403
8a194e6a924ffff,688
8a194e6a9257fff,709
8a194e6a925ffff,30
8a194e6a9267fff,320
8a194e6a926ffff,591
8a194e6a9277fff,1169
8a194e6a9287fff,1181
8a194e6a928ffff,1433
8a194e6a9297fff,1030
8a194e6a929ffff,767
8a194e6a92a7fff,2
8a194e6a92affff,168
8a194e6a92b7fff,682
8a194e6a92c7fff,685
8a194e6a92cffff,260
8a194e6a92d7fff,772
8a194e6a92dffff,1253
8a194e6a92e7fff,26
8a194e6a92effff,186
8a194e6a92f7fff,193
8a194e6a9307fff,1282
8a194e6a930ffff,762
8a194e6a9317fff,610
8a194e6a931ffff,184
8a194e6a9327fff,683
8a194e6a932ffff,1656
8a194e6a9337fff,1445
8a194e6a9347fff,339
8a194e6a934ffff,404
8a194e6a9357fff,481
8a194e6a935ffff,964
8a194e6a9367fff,742
8a194e6a936ffff,662
8a194e6a9377fff,180
8a194e6a9387fff,1221
8a194e6a938ffff,614
8a194e6a9397fff,1032
8a194e6a939ffff,680
8a194e6a93a7fff,181
8a194e6a93affff,143
8a194e6a93b7fff,1008
8a194e6a9407fff,73
8a194e6a940ffff,220
8a194e6a9417fff,1096
8a194e6a941ffff,170
8a194e6a9427fff,540
8a194e6a942ffff,684
8a194e6a9437fff,271
8a194e6a9447fff,1189
8a194e6a944ffff,444
8a194e6a9457fff,91
8a194e6a945ffff,100
8a194e6a9467fff,1051
8a194e6a946ffff,1188
8a194e6a9477fff,215
8a194e6a9487fff,1273
8a194e6a948ffff,317
8a194e6a9497fff,581
8a194e6a949ffff,983
8a194e6a94a7fff,810
8a194e6a94affff,920
8a194e6a94b7fff,94
8a194e6a94c7fff,113
8a194e6a94cffff,742
8a194e6a94d7fff,60
8a194e6a94dffff,120
8a194e6a94e7fff,1534
8a194e6a94effff,518
8a194e6a94f7fff,343
8a194e6a9507fff,5
8a194e6a950ffff,911
8a194e6a9517fff,62
8a194e6a951ffff,102
8a194e6a9527fff,371
8a194e6a952ffff,37
8a194e6a9537fff,78
8a194e6a9547fff,1032
8a194e6a954ffff,637
8a194e6a9557fff,390
8a194e6a955ffff,1197
8a194e6a9567fff,678
8a194e6a956ffff,1233
8a194e6a9577fff,1535
8a194e6a9587fff,640
8a194e6a958ffff,1414
8a194e6a9597fff,128
8a194e6a959ffff,1932
8a194e6a95a7fff,112
8a194e6a95affff,281
8a194e6a95b7fff,248
8a194e6a9607fff,210
8a194e6a960ffff,128
8a194e6a9617fff,21
8a194e6a961ffff,168
8a194e6a9627fff,96
8a194e6a962ffff,415
8a194e6a9637fff,670
8a194e6a9647fff,291
8a194e6a964ffff,869
8a194e6a9657fff,218
8a194e6a965ffff,707
8a194e6a9667fff,261
8a194e6a966ffff,229
8a194e6a9677fff,81
8a194e6a9687fff,420
8a194e6a968ffff,2
8a194e6a9697fff,1106
8a194e6a969ffff,410
8a194e6a96a7fff,608
8a194e6a96affff,957
8a194e6a96b7fff,403
8a194e6a96c7fff,564
