destination_code,sum
8a194ad33daffff,365
8a194ad33db7fff,577
8a194ad34007fff,138
8a194ad3400ffff,106
8a194ad34017fff,11
8a194ad3401ffff,468
8a194ad34027fff,417
8a194ad3402ffff,139
8a194ad34047fff,386
8a194ad3404ffff,247
8a194ad34057fff,981
8a194ad3405ffff,127
8a194ad34067fff,649
8a194ad3406ffff,946
8a194ad34077fff,412
8a194ad34087fff,520
8a194ad3408ffff,1007
8a194ad34097fff,806
8a194ad3409ffff,67
8a194ad340a7fff,129
8a194ad340affff,650
8a194ad340b7fff,501
8a194ad340c7fff,216
8a194ad340cffff,621
8a194ad340d7fff,30
8a194ad340dffff,445
8a194ad340e7fff,35
8a194ad340effff,69
8a194ad340f7fff,616
8a194ad34107fff,1225
8a194ad3410ffff,753
8a194ad34117fff,258
8a194ad3411ffff,50
8a194ad34127fff,137
8a194ad3412ffff,965
8a194ad34137fff,1243
8a194ad34147fff,188
8a194ad3414ffff,865
8a194ad34157fff,1807
8a194ad3415ffff,527
8a194ad34167fff,260
8a194ad3416ffff,954
8a194ad34177fff,448
8a194ad34187fff,2
8a194ad3418ffff,53
8a194ad34197fff,1046
8a194ad3419ffff,542
8a194ad341a7fff,225
8a194ad341b7fff,218
8a194ad34207fff,277
8a194ad3420ffff,2222
8a194ad34217fff,660
8a194ad3421ffff,372
8a194ad3422ffff,8
8a194ad34247fff,510
8a194ad3424ffff,262
8a194ad3425ffff,478
8a194ad34267fff,1016
8a194ad3426ffff,514
8a194ad34277fff,1075
8a194ad34287fff,499
8a194ad3428ffff,333
8a194ad34297fff,214
8a194ad342a7fff,1016
8a194ad342affff,100
8a194ad342b7fff,66
8a194ad342c7fff,779
8a194ad342cffff,512
8a194ad342d7fff,369
8a194ad342dffff,147
8a194ad342e7fff,463
8a194ad342effff,1176
8a194ad342f7fff,189
8a194ad34307fff,315
8a194ad3430ffff,253
8a194ad34317fff,1449
8a194ad3431ffff,21
8a194ad34327fff,632
8a194ad3432ffff,233
8a194ad34337fff,579
8a194ad34347fff,66
8a194ad3434ffff,46
8a194ad34357fff,1258
8a194ad3435ffff,481
8a194ad34367fff,1109
8a194ad3436ffff,463
8a194ad34377fff,419
8a194ad34387fff,655
8a194ad3438ffff,326
8a194ad34397fff,847
8a194ad3439ffff,626
8a194ad343a7fff,82
8a194ad343affff,142
8a194ad343b7fff,834
8a194ad34407fff,36
8a194ad3440ffff,510
8a194ad34417fff,364
8a194ad3441ffff,390
8a194ad34427fff,354
8a194ad3442ffff,1962
8a194ad34437fff,633
8a194ad34447fff,257
8a194ad3444ffff,565
8a194ad34457fff,176
8a194ad3445ffff,27
8a194ad34467fff,215
8a194ad3446ffff,749
8a194ad34477fff,458
8a194ad34487fff,94
8a194ad3448ffff,707
8a194ad34497fff,8
8a194ad3449ffff,99
8a194ad344a7fff,228
8a194ad344affff,19
8a194ad344b7fff,24
8a194ad344c7fff,1501
8a194ad344cffff,581
8a194ad344d7fff,1523
8a194ad344dffff,847
8a194ad344e7fff,655
8a194ad344effff,1701
8a194ad344f7fff,296
8a194ad34507fff,542
8a194ad3450ffff,469
8a194ad34517fff,741
8a194ad3451ffff,394
8a194ad34527fff,118
8a194ad3452ffff,475
8a194ad34537fff,235
8a194ad34547fff,234
8a194ad3454ffff,926
8a194ad34557fff,314
8a194ad3455ffff,820
8a194ad34567fff,275
8a194ad3456ffff,314
8a194ad34577fff,926
8a194ad34587fff,439
8a194ad3458ffff,1454
8a194ad34597fff,63
8a194ad3459ffff,536
8a194ad345a7fff,229
8a194ad345affff,472
8a194ad345b7fff,38
8a194ad34607fff,336
8a194ad3460ffff,391
8a194ad34617fff,679
8a194ad3461ffff,1100
8a194ad34627fff,302
8a194ad3462ffff,500
8a194ad34637fff,492
8a194ad34647fff,604
8a194ad3464ffff,2
8a194ad34657fff,2192
8a194ad3465ffff,14
8a194ad34667fff,355
8a194ad3466ffff,617
8a194ad34677fff,1249
8a194ad34687fff,220
8a194ad3468ffff,155
8a194ad34697fff,689
8a194ad3469ffff,965
8a194ad346a7fff,404
8a194ad346affff,670
8a194ad346b7fff,392
8a194ad346c7fff,300
8a194ad346cffff,326
8a194ad346d7fff,397
8a194ad346dffff,25
8a194ad346e7fff,415
8a194ad346effff,107
8a194ad346f7fff,623
8a194ad34707fff,535
8a194ad3470ffff,650
8a194ad34717fff,667
8a194ad3471ffff,497
8a194ad34727fff,732
8a194ad3472ffff,598
8a194ad34737fff,1168
8a194ad34747fff,583
8a194ad3474ffff,470
8a194ad34757fff,925
8a194ad3475ffff,495
8a194ad34767fff,158
8a194ad3476ffff,1220
8a194ad34777fff,345
8a194ad34787fff,388
8a194ad3478ffff,378
8a194ad34797fff,385
8a194ad3479ffff,360
8a194ad347a7fff,125
8a194ad347affff,806
8a194ad347b7fff,618
8a194ad34807fff,235
8a194ad3480ffff,401
8a194ad34817fff,22
8a194ad3481ffff,146
8a194ad34827fff,193
8a194ad3482ffff,357
8a194ad34837fff,857
8a194ad34847fff,31
8a194ad3484ffff,119
8a194ad34857fff,432
8a194ad3485ffff,117
8a194ad3486ffff,2300
8a194ad34877fff,362
8a194ad34887fff,208
8a194ad3488ffff,850
8a194ad34897fff,65
8a194ad3489ffff,170
8a194ad348a7fff,281
8a194ad348affff,1193
8a194ad348b7fff,472
8a194ad348c7fff,411
8a194ad348cffff,98
8a194ad348d7fff,762
8a194ad348dffff,112
8a194ad348e7fff,35
8a194ad348effff,126
8a194ad348f7fff,187
8a194ad34907fff,396
8a194ad3490ffff,925
8a194ad34917fff,129
8a194ad3491ffff,160
8a194ad34927fff,125
8a194ad3492ffff,1339
8a194ad34937fff,29
8a194ad34947fff,1413
8a194ad3494ffff,140
8a194ad34957fff,183
8a194ad3495ffff,228
8a194ad34967fff,1143
8a194ad3496ffff,164
8a194ad34977fff,217
8a194ad3498ffff,11
8a194ad34997fff,68
8a194ad3499ffff,204
8a194ad349affff,80
8a194ad349b7fff,192
8a194ad34a07fff,657
8a194ad34a0ffff,772
8a194ad34a17fff,200
8a194ad34a1ffff,169
8a194ad34a27fff,395
8a194ad34a2ffff,167
8a194ad34a37fff,659
8a194ad34a47fff,1207
8a194ad34a4ffff,741
8a194ad34a57fff,1006
8a194ad34a5ffff,355
8a194ad34a67fff,751
8a194ad34a6ffff,571
8a194ad34a77fff,437
8a194ad34a87fff,104
8a194ad34a8ffff,805
8a194ad34a97fff,359
8a194ad34a9ffff,359
8a194ad34aa7fff,113
8a194ad34aaffff,750
8a194ad34ab7fff,229
8a194ad34ac7fff,285
8a194ad34acffff,517
8a194ad34ad7fff,422
8a194ad34adffff,967
8a194ad34ae7fff,42
8a194ad34aeffff,161
8a194ad34af7fff,286
8a194ad34b07fff,1273
8a194ad34b0ffff,251
8a194ad34b17fff,1454
8a194ad34b1ffff,219
8a194ad34b27fff,73
8a194ad34b2ffff,85
8a194ad34b37fff,1115
8a194ad34b47fff,1154
8a194ad34b4ffff,294
8a194ad34b57fff,120
8a194ad34b5ffff,315
8a194ad34b67fff,256
8a194ad34b6ffff,98
8a194ad34b77fff,457
8a194ad34b87fff,579
8a194ad34b8ffff,424
8a194ad34b97fff,297
8a194ad34b9ffff,1708
8a194ad34ba7fff,190
8a194ad34baffff,63
8a194ad34bb7fff,41
8a194ad34c07fff,255
8a194ad34c0ffff,138
8a194ad34c17fff,32
8a194ad34c1ffff,152
8a194ad34c27fff,33
8a194ad34c2ffff,180
8a194ad34c37fff,23
8a194ad34c47fff,519
8a194ad34c4ffff,120
8a194ad34c57fff,868
8a194ad34c5ffff,57
8a194ad34c67fff,767
8a194ad34c6ffff,1519
8a194ad34c77fff,527
8a194ad34c87fff,435
8a194ad34c8ffff,661
8a194ad34c97fff,131
8a194ad34c9ffff,794
8a194ad34cb7fff,348
8a194ad34cc7fff,343
8a194ad34ccffff,646
8a194ad34cd7fff,190
8a194ad34cdffff,581
8a194ad34ce7fff,279
8a194ad34ceffff,362
8a194ad34cf7fff,1224
8a194ad34d07fff,327
8a194ad34d0ffff,5
8a194ad34d17fff,440
8a194ad34d1ffff,240
8a194ad34d27fff,746
8a194ad34d2ffff,23
8a194ad34d37fff,33
8a194ad34d47fff,140
8a194ad34d4ffff,286
8a194ad34d5ffff,240
8a194ad34d67fff,402
8a194ad34d6ffff,298
8a194ad34d77fff,39
8a194ad34d87fff,669
8a194ad34d8ffff,256
8a194ad34d97fff,71
8a194ad34d9ffff,245
8a194ad34da7fff,77
8a194ad34daffff,218
8a194ad34db7fff,978
8a194ad35007fff,323
8a194ad3500ffff,563
8a194ad35017fff,265
8a194ad3501ffff,577
8a194ad35027fff,1333
8a194ad3502ffff,1337
8a194ad35037fff,351
8a194ad35047fff,489
8a194ad3504ffff,85
8a194ad35057fff,338
8a194ad3505ffff,386
8a194ad35067fff,139
8a194ad3506ffff,58
8a194ad35077fff,466
8a194ad35087fff,389
8a194ad3508ffff,500
8a194ad35097fff,103
8a194ad3509ffff,386
8a194ad350a7fff,1079
8a194ad350affff,439
8a194ad350b7fff,527
8a194ad350c7fff,654
8a194ad350cffff,1169
8a194ad350d7fff,689
8a194ad350dffff,408
8a194ad350e7fff,1028
8a194ad350effff,446
8a194ad350f7fff,250
8a194ad35107fff,152
8a194ad3510ffff,528
8a194ad35117fff,162
8a194ad3511ffff,123
8a194ad35127fff,138
8a194ad3512ffff,19
8a194ad35137fff,7
8a194ad35147fff,530
8a194ad3514ffff,46
8a194ad35157fff,359
8a194ad3515ffff,313
8a194ad35167fff,198
8a194ad3516ffff,138
8a194ad35177fff,177
8a194ad35187fff,160
8a194ad3518ffff,1387
8a194ad35197fff,497
8a194ad3519ffff,270
8a194ad351a7fff,6
8a194ad351affff,909
8a194ad351b7fff,1077
8a194ad35207fff,151
8a194ad3520ffff,447
8a194ad35217fff,2097
8a194ad3521ffff,99
8a194ad35227fff,366
8a194ad3522ffff,141
8a194ad35237fff,350
8a194ad35247fff,37
8a194ad3524ffff,486
8a194ad35257fff,1896
8a194ad35267fff,506
8a194ad3526ffff,28
8a194ad35277fff,125
8a194ad3528ffff,507
8a194ad3529ffff,20
8a194ad352a7fff,17
8a194ad352affff,572
8a194ad352b7fff,1
8a194ad352c7fff,234
8a194ad352cffff,601
8a194ad352d7fff,478
8a194ad352dffff,230
8a194ad352e7fff,861
8a194ad352f7fff,130
8a194ad3530ffff,2
8a194ad35327fff,277
8a194ad35337fff,47
8a194ad35347fff,231
8a194ad3534ffff,89
8a194ad35357fff,693
8a194ad3535ffff,96
8a194ad35367fff,1
8a194ad3536ffff,438
8a194ad35387fff,4
8a194ad35397fff,44
8a194ad3539ffff,4
8a194ad353a7fff,45
8a194ad353b7fff,712
8a194ad35407fff,330
8a194ad3540ffff,273
8a194ad35417fff,312
8a194ad3541ffff,1205
8a194ad35427fff,606
8a194ad3542ffff,394
8a194ad35437fff,2662
8a194ad35447fff,398
8a194ad3544ffff,829
8a194ad35457fff,575
8a194ad3545ffff,1560
8a194ad35467fff,235
8a194ad3546ffff,275
8a194ad35477fff,578
8a194ad35487fff,723
8a194ad3548ffff,700
8a194ad35497fff,458
8a194ad3549ffff,498
8a194ad354a7fff,269
8a194ad354affff,1037
8a194ad354b7fff,911
8a194ad354c7fff,123
8a194ad354cffff,1242
8a194ad354d7fff,722
8a194ad354dffff,906
8a194ad354e7fff,321
8a194ad354effff,691
8a194ad354f7fff,575
8a194ad35507fff,419
8a194ad3550ffff,312
8a194ad35517fff,176
8a194ad3551ffff,348
8a194ad35527fff,916
8a194ad3552ffff,244
8a194ad35537fff,464
8a194ad35547fff,651
8a194ad3554ffff,427
8a194ad35557fff,269
8a194ad3555ffff,39
8a194ad35567fff,72
8a194ad3556ffff,402
8a194ad35577fff,278
8a194ad35587fff,800
8a194ad3558ffff,180
8a194ad35597fff,253
8a194ad3559ffff,241
8a194ad355a7fff,393
8a194ad355affff,1695
8a194ad355b7fff,229
8a194ad3560ffff,383
8a194ad35617fff,887
8a194ad3561ffff,176
8a194ad35627fff,31
8a194ad3562ffff,9
8a194ad35637fff,46
8a194ad3564ffff,2
8a194ad35657fff,972
8a194ad35677fff,100
8a194ad35687fff,14
8a194ad3568ffff,964
8a194ad35697fff,22
8a194ad3569ffff,579
8a194ad356a7fff,128
8a194ad356affff,34
8a194ad356b7fff,349
8a194ad356c7fff,129
8a194ad356cffff,70
8a194ad356d7fff,831
8a194ad356dffff,414
8a194ad356e7fff,749
8a194ad356effff,204
8a194ad356f7fff,945
8a194ad35707fff,203
8a194ad3570ffff,1784
8a194ad35717fff,170
8a194ad3571ffff,787
8a194ad35727fff,16
8a194ad3572ffff,861
8a194ad35737fff,162
8a194ad35747fff,92
8a194ad35757fff,5
8a194ad3575ffff,66
8a194ad35767fff,48
8a194ad3576ffff,10
8a194ad35777fff,45
8a194ad35787fff,421
8a194ad3578ffff,1025
8a194ad35797fff,202
8a194ad3579ffff,185
8a194ad357a7fff,382
8a194ad357affff,1187
8a194ad357b7fff,992
8a194ad35807fff,501
8a194ad3580ffff,696
8a194ad35817fff,696
8a194ad3581ffff,717
8a194ad35827fff,489
8a194ad3582ffff,877
8a194ad35837fff,23
8a194ad35847fff,1182
8a194ad3584ffff,154
8a194ad35857fff,714
8a194ad3585ffff,564
8a194ad3586ffff,257
8a194ad35877fff,194
8a194ad35887fff,1112
8a194ad3588ffff,157
8a194ad35897fff,257
8a194ad3589ffff,906
8a194ad358a7fff,77
8a194ad358affff,1314
8a194ad358b7fff,240
8a194ad358c7fff,329
8a194ad358cffff,612
8a194ad358d7fff,163
8a194ad358dffff,23
8a194ad358e7fff,121
8a194ad358effff,93
8a194ad358f7fff,1152
8a194ad35907fff,47
8a194ad3590ffff,364
8a194ad35917fff,319
8a194ad3591ffff,216
8a194ad35927fff,2
8a194ad3592ffff,119
8a194ad35937fff,391
8a194ad35967fff,481
8a194ad3596ffff,337
8a194ad35977fff,171
8a194ad35987fff,120
8a194ad3598ffff,221
8a194ad35997fff,535
8a194ad3599ffff,335
8a194ad359a7fff,1747
8a194ad359affff,606
8a194ad359b7fff,167
8a194ad35a07fff,1408
8a194ad35a0ffff,177
8a194ad35a17fff,1244
8a194ad35a1ffff,410
8a194ad35a27fff,939
8a194ad35a2ffff,556
8a194ad35a37fff,956
8a194ad35a47fff,1537
8a194ad35a4ffff,128
8a194ad35a57fff,222
8a194ad35a5ffff,47
8a194ad35a67fff,405
8a194ad35a6ffff,1312
8a194ad35a77fff,789
8a194ad35a87fff,736
8a194ad35a8ffff,332
8a194ad35a97fff,1142
8a194ad35a9ffff,439
8a194ad35aa7fff,126
8a194ad35ab7fff,200
8a194ad35ac7fff,1198
8a194ad35ad7fff,192
8a194ad35adffff,6
8a194ad35ae7fff,1241
8a194ad35aeffff,506
8a194ad35af7fff,272
8a194ad35b07fff,643
8a194ad35b0ffff,1465
8a194ad35b17fff,638
8a194ad35b1ffff,585
8a194ad35b27fff,596
8a194ad35b2ffff,427
8a194ad35b37fff,1343
8a194ad35b47fff,434
8a194ad35b4ffff,1356
8a194ad35b57fff,441
8a194ad35b5ffff,627
8a194ad35b67fff,441
8a194ad35b6ffff,304
8a194ad35b77fff,1801
8a194ad35b87fff,612
8a194ad35b8ffff,998
8a194ad35b97fff,344
8a194ad35b9ffff,172
8a194ad35ba7fff,121
8a194ad35baffff,285
8a194ad35bb7fff,720
8a194ad35c07fff,362
8a194ad35c0ffff,665
8a194ad35c17fff,383
8a194ad35c1ffff,117
8a194ad35c27fff,420
8a194ad35c2ffff,265
8a194ad35c37fff,441
8a194ad35c47fff,402
8a194ad35c4ffff,203
8a194ad35c57fff,410
8a194ad35c5ffff,78
8a194ad35c67fff,789
8a194ad35c6ffff,450
8a194ad35c77fff,654
8a194ad35c87fff,396
8a194ad35c8ffff,180
8a194ad35c97fff,403
8a194ad35c9ffff,1004
8a194ad35ca7fff,1077
8a194ad35caffff,382
8a194ad35cb7fff,348
8a194ad35cc7fff,151
8a194ad35ccffff,495
8a194ad35cd7fff,65
8a194ad35cdffff,244
8a194ad35ce7fff,727
8a194ad35ceffff,428
8a194ad35cf7fff,462
8a194ad35d07fff,446
8a194ad35d0ffff,180
8a194ad35d17fff,604
8a194ad35d1ffff,265
8a194ad35d27fff,483
8a194ad35d2ffff,214
8a194ad35d37fff,788
8a194ad35d47fff,244
8a194ad35d4ffff,70
8a194ad35d57fff,645
8a194ad35d5ffff,650
8a194ad35d67fff,323
8a194ad35d6ffff,685
8a194ad35d77fff,1146
8a194ad35d87fff,278
8a194ad35d8ffff,869
8a194ad35d97fff,20
8a194ad35d9ffff,182
8a194ad35da7fff,355
8a194ad35daffff,490
8a194ad35db7fff,27
8a194ad36007fff,414
8a194ad3600ffff,718
8a194ad36017fff,626
8a194ad3601ffff,261
8a194ad36027fff,464
8a194ad3602ffff,149
8a194ad36037fff,261
8a194ad36047fff,433
8a194ad3604ffff,541
8a194ad36057fff,678
8a194ad3605ffff,764
8a194ad36067fff,1466
8a194ad3606ffff,300
8a194ad36077fff,724
8a194ad36087fff,1056
8a194ad3608ffff,131
8a194ad36097fff,729
8a194ad3609ffff,174
8a194ad360a7fff,1164
8a194ad360affff,238
8a194ad360b7fff,488
8a194ad360c7fff,1622
8a194ad360cffff,554
8a194ad360d7fff,365
8a194ad360dffff,542
8a194ad360e7fff,186
8a194ad360effff,51
8a194ad360f7fff,113
8a194ad36107fff,274
8a194ad3610ffff,273
8a194ad36117fff,1097
8a194ad3611ffff,59
8a194ad36127fff,658
8a194ad3612ffff,93
8a194ad36137fff,411
8a194ad36147fff,1108
8a194ad3614ffff,1147
8a194ad36157fff,320
8a194ad3615ffff,463
8a194ad36167fff,112
8a194ad3616ffff,750
8a194ad36177fff,768
8a194ad36187fff,434
8a194ad3618ffff,540
8a194ad36197fff,306
8a194ad3619ffff,475
8a194ad361a7fff,855
8a194ad361affff,223
8a194ad361b7fff,15
8a194ad36207fff,509
8a194ad3620ffff,167
8a194ad36217fff,305
8a194ad3621ffff,1144
8a194ad36227fff,1085
8a194ad3622ffff,1611
8a194ad36237fff,126
8a194ad36247fff,574
8a194ad3624ffff,365
8a194ad36257fff,337
8a194ad3625ffff,227
8a194ad36267fff,1497
8a194ad3626ffff,2661
8a194ad36277fff,863
8a194ad36287fff,1924
8a194ad3628ffff,1361
8a194ad36297fff,352
8a194ad3629ffff,193
8a194ad362a7fff,1061
8a194ad362affff,588
8a194ad362b7fff,546
8a194ad362c7fff,185
8a194ad362cffff,300
8a194ad362d7fff,1619
8a194ad362dffff,406
8a194ad362e7fff,364
8a194ad362effff,2374
8a194ad362f7fff,245
8a194ad36307fff,829
8a194ad3630ffff,517
8a194ad36317fff,219
8a194ad3631ffff,485
8a194ad36327fff,391
8a194ad3632ffff,382
8a194ad36337fff,222
8a194ad36347fff,294
8a194ad3634ffff,167
8a194ad36357fff,978
8a194ad3635ffff,1064
8a194ad36367fff,28
8a194ad3636ffff,164
8a194ad36377fff,1091
8a194ad36387fff,963
8a194ad3638ffff,645
8a194ad36397fff,577
8a194ad3639ffff,674
8a194ad363a7fff,573
8a194ad363affff,1184
8a194ad363b7fff,860
8a194ad36407fff,95
8a194ad3640ffff,181
8a194ad36417fff,153
8a194ad3641ffff,964
8a194ad36427fff,672
8a194ad3642ffff,1073
8a194ad36437fff,952
8a194ad36447fff,730
8a194ad3644ffff,93
8a194ad36457fff,58
8a194ad3645ffff,244
8a194ad36467fff,387
8a194ad3646ffff,536
8a194ad36477fff,39
8a194ad36487fff,23
8a194ad3648ffff,673
8a194ad36497fff,575
8a194ad3649ffff,1342
8a194ad364a7fff,805
8a194ad364affff,912
8a194ad364b7fff,521
8a194ad364c7fff,59
8a194ad364cffff,724
8a194ad364d7fff,74
8a194ad364dffff,643
8a194ad364e7fff,204
8a194ad364effff,1490
8a194ad364f7fff,485
8a194ad36507fff,329
8a194ad3650ffff,458
8a194ad36517fff,249
8a194ad3651ffff,800
8a194ad36527fff,575
8a194ad3652ffff,462
8a194ad36537fff,169
8a194ad36547fff,1149
8a194ad3654ffff,938
8a194ad36557fff,693
8a194ad3655ffff,350
8a194ad36567fff,158
8a194ad3656ffff,107
8a194ad36577fff,516
8a194ad36587fff,104
8a194ad3658ffff,190
8a194ad36597fff,394
8a194ad3659ffff,948
8a194ad365a7fff,1513
8a194ad365affff,816
8a194ad365b7fff,441
8a194ad36607fff,515
8a194ad3660ffff,252
8a194ad36617fff,100
8a194ad3661ffff,297
8a194ad36627fff,446
8a194ad3662ffff,1135
8a194ad36637fff,71
8a194ad36647fff,539
8a194ad3664ffff,1179
8a194ad36657fff,491
8a194ad3665ffff,154
8a194ad36667fff,686
8a194ad3666ffff,601
8a194ad36677fff,462
8a194ad36687fff,494
8a194ad3668ffff,266
8a194ad36697fff,110
8a194ad3669ffff,620
8a194ad366a7fff,373
8a194ad366affff,618
8a194ad366b7fff,13
8a194ad366c7fff,213
8a194ad366cffff,1264
8a194ad366d7fff,376
8a194ad366dffff,1794
8a194ad366e7fff,176
8a194ad366effff,162
8a194ad366f7fff,776
8a194ad36707fff,601
8a194ad3670ffff,1089
8a194ad36717fff,634
8a194ad3671ffff,899
8a194ad36727fff,327
8a194ad3672ffff,303
8a194ad36737fff,595
8a194ad36747fff,621
8a194ad3674ffff,593
8a194ad36757fff,220
8a194ad3675ffff,594
8a194ad36767fff,1041
8a194ad3676ffff,695
8a194ad36777fff,858
8a194ad36787fff,441
8a194ad3678ffff,638
8a194ad36797fff,217
8a194ad3679ffff,638
8a194ad367a7fff,292
8a194ad367affff,501
8a194ad367b7fff,1469
8a194ad36807fff,106
8a194ad3680ffff,500
8a194ad36817fff,188
8a194ad3681ffff,85
8a194ad36827fff,68
8a194ad3682ffff,875
8a194ad36837fff,251
8a194ad36847fff,517
8a194ad3684ffff,510
8a194ad36857fff,735
8a194ad3685ffff,163
8a194ad36867fff,21
8a194ad3686ffff,280
8a194ad36877fff,11
8a194ad36887fff,560
8a194ad3688ffff,436
8a194ad36897fff,575
8a194ad3689ffff,199
8a194ad368a7fff,55
8a194ad368affff,517
8a194ad368b7fff,180
8a194ad368c7fff,477
8a194ad368cffff,1085
8a194ad368d7fff,788
8a194ad368dffff,572
8a194ad368e7fff,481
8a194ad368effff,166
8a194ad368f7fff,177
8a194ad36907fff,70
8a194ad3690ffff,66
8a194ad36917fff,454
8a194ad3691ffff,596
8a194ad36927fff,456
8a194ad36937fff,655
8a194ad36947fff,331
8a194ad3694ffff,52
8a194ad36957fff,348
8a194ad3695ffff,43
8a194ad36967fff,226
8a194ad3696ffff,208
8a194ad36977fff,575
8a194ad3698ffff,540
8a194ad36997fff,38
8a194ad3699ffff,585
8a194ad369a7fff,103
8a194ad369affff,346
8a194ad369b7fff,177
8a194ad36a07fff,580
8a194ad36a0ffff,217
8a194ad36a17fff,674
8a194ad36a1ffff,920
8a194ad36a27fff,628
8a194ad36a2ffff,329
8a194ad36a37fff,481
8a194ad36a47fff,663
8a194ad36a4ffff,287
8a194ad36a57fff,390
8a194ad36a5ffff,568
8a194ad36a67fff,397
8a194ad36a6ffff,1209
8a194ad36a77fff,327
8a194ad36a87fff,957
8a194ad36a8ffff,1760
8a194ad36a97fff,523
8a194ad36a9ffff,1365
8a194ad36aa7fff,598
8a194ad36aaffff,2991
8a194ad36ab7fff,416
8a194ad36ac7fff,813
8a194ad36acffff,643
8a194ad36ad7fff,556
8a194ad36adffff,750
8a194ad36ae7fff,1063
8a194ad36aeffff,1046
8a194ad36af7fff,500
8a194ad36b07fff,439
8a194ad36b0ffff,241
8a194ad36b17fff,906
8a194ad36b1ffff,844
8a194ad36b27fff,1948
8a194ad36b2ffff,524
8a194ad36b37fff,820
8a194ad36b47fff,425
8a194ad36b4ffff,815
8a194ad36b57fff,321
8a194ad36b5ffff,991
8a194ad36b67fff,196
8a194ad36b6ffff,424
8a194ad36b77fff,228
8a194ad36b87fff,1520
8a194ad36b8ffff,1344
8a194ad36b97fff,424
8a194ad36b9ffff,198
8a194ad36ba7fff,437
8a194ad36baffff,568
8a194ad36bb7fff,311
8a194ad36c07fff,665
8a194ad36c0ffff,342
8a194ad36c17fff,296
8a194ad36c1ffff,261
8a194ad36c27fff,501
8a194ad36c2ffff,586
8a194ad36c37fff,1414
8a194ad36c47fff,2
8a194ad36c4ffff,223
8a194ad36c57fff,42
8a194ad36c5ffff,398
8a194ad36c67fff,281
8a194ad36c6ffff,438
8a194ad36c77fff,422
8a194ad36c87fff,339
8a194ad36c8ffff,222
8a194ad36c97fff,290
8a194ad36ca7fff,95
8a194ad36caffff,77
8a194ad36cb7fff,506
8a194ad36cc7fff,169
8a194ad36ccffff,123
8a194ad36cd7fff,600
8a194ad36cdffff,100
8a194ad36ce7fff,465
8a194ad36ceffff,349
8a194ad36cf7fff,333
8a194ad36d07fff,1072
8a194ad36d0ffff,276
8a194ad36d17fff,1141
8a194ad36d1ffff,212
8a194ad36d27fff,1125
8a194ad36d2ffff,325
8a194ad36d37fff,850
8a194ad36d47fff,554
8a194ad36d4ffff,522
8a194ad36d57fff,335
8a194ad36d5ffff,860
8a194ad36d67fff,1031
8a194ad36d6ffff,501
8a194ad36d77fff,823
8a194ad36d87fff,489
8a194ad36d8ffff,359
8a194ad36d97fff,1023
8a194ad36d9ffff,397
8a194ad36da7fff,33
8a194ad36daffff,161
8a194ad36db7fff,1064
8a194ad4004ffff,37
8a194ad40587fff,641
8a194ad4059ffff,17
8a194ad40917fff,35
8a194ad4096ffff,75
8a194ad40bb7fff,29
8a194ad42097fff,9
8a194ad42427fff,186
8a194ad4242ffff,4
8a194ad42527fff,163
8a194ad42557fff,31
8a194ad427a7fff,63
8a194ad4286ffff,101
8a194ad42a17fff,510
8a194ad42b87fff,380
8a194ad42ba7fff,167
8a194ad42c1ffff,404
8a194ad42caffff,233
8a194ad4319ffff,136
8a194ad43447fff,48
8a194ad43477fff,3
8a194ad43627fff,472
8a194ad4371ffff,190
8a194ad44007fff,84
8a194ad44027fff,586
8a194ad4402ffff,441
8a194ad4404ffff,15
8a194ad4405ffff,485
8a194ad44067fff,507
8a194ad44077fff,862
8a194ad44097fff,1113
8a194ad440a7fff,424
8a194ad440b7fff,555
8a194ad440d7fff,274
8a194ad44117fff,7
8a194ad4411ffff,136
8a194ad44137fff,343
8a194ad44187fff,104
8a194ad44197fff,738
8a194ad4419ffff,216
8a194ad441a7fff,74
8a194ad441affff,265
8a194ad44237fff,14
8a194ad44247fff,132
8a194ad44257fff,302
8a194ad4425ffff,160
8a194ad4426ffff,63
8a194ad4428ffff,72
8a194ad4429ffff,762
8a194ad442e7fff,308
8a194ad442effff,385
8a194ad44307fff,1038
8a194ad4430ffff,65
8a194ad44327fff,57
8a194ad4432ffff,125
8a194ad44337fff,122
8a194ad44387fff,54
8a194ad44397fff,936
8a194ad443a7fff,620
8a194ad443b7fff,68
8a194ad4440ffff,362
8a194ad4441ffff,149
8a194ad44427fff,731
8a194ad44437fff,194
8a194ad44447fff,145
8a194ad4444ffff,882
8a194ad4445ffff,6
8a194ad44467fff,200
8a194ad4446ffff,327
8a194ad44477fff,637
8a194ad44487fff,1394
8a194ad4449ffff,582
8a194ad444a7fff,61
8a194ad444affff,331
8a194ad444b7fff,38
8a194ad444c7fff,239
8a194ad444cffff,581
8a194ad444d7fff,33
8a194ad444dffff,241
8a194ad444e7fff,147
8a194ad444effff,1227
8a194ad444f7fff,251
8a194ad44507fff,258
8a194ad4450ffff,141
8a194ad4451ffff,1181
8a194ad44527fff,1296
8a194ad4452ffff,881
8a194ad44547fff,636
8a194ad4454ffff,1553
8a194ad44557fff,2062
8a194ad4455ffff,594
8a194ad44567fff,4
8a194ad4456ffff,518
8a194ad44577fff,1113
8a194ad44587fff,57
8a194ad4458ffff,371
8a194ad44597fff,1012
8a194ad4459ffff,19
8a194ad445a7fff,609
